Datetime,Year,Month,Day,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
01-Apr-17,"2,017",4,1,6,11,1,0,0,0,Spring
30-Apr-16,"2,016",4,30,8,15,2,0,0,0,Spring
29-Apr-16,"2,016",4,29,8,11,4,0,0,0,Spring
28-Apr-16,"2,016",4,28,5,9,0,0,0,0,Spring
27-Apr-16,"2,016",4,27,6,11,0,0,0,0,Spring
26-Apr-16,"2,016",4,26,4,6,2,12,0,12,Spring
25-Apr-16,"2,016",4,25,6,9,4,11,0,11,Spring
24-Apr-16,"2,016",4,24,6,11,1,0,0,0,Spring
23-Apr-16,"2,016",4,23,7,13,2,0,0,0,Spring
22-Apr-16,"2,016",4,22,12,18,6,1,0,1,Spring
21-Apr-16,"2,016",4,21,10,15,5,1,0,1,Spring
20-Apr-16,"2,016",4,20,9,15,3,0,0,0,Spring
19-Apr-16,"2,016",4,19,11,16,6,0,0,0,Spring
18-Apr-16,"2,016",4,18,16,26,7,0,0,0,Spring
17-Apr-16,"2,016",4,17,13,21,4,0,0,0,Spring
16-Apr-16,"2,016",4,16,11,18,4,0,0,0,Spring
15-Apr-16,"2,016",4,15,7,15,0,0,0,0,Spring
14-Apr-16,"2,016",4,14,4,10,-3,0,0,0,Spring
13-Apr-16,"2,016",4,13,2,7,-4,0,0,0,Spring
12-Apr-16,"2,016",4,12,3,7,-2,0,0,0,Spring
11-Apr-16,"2,016",4,11,6,11,0,3,0,3,Spring
10-Apr-16,"2,016",4,10,-3,1,-8,1,3,8,Spring
09-Apr-16,"2,016",4,9,-4,-1,-7,0,0,0,Spring
08-Apr-16,"2,016",4,8,0,4,-4,0,0,0,Spring
07-Apr-16,"2,016",4,7,3,8,-1,1,0,1,Spring
06-Apr-16,"2,016",4,6,2,7,-3,6,3,9,Spring
05-Apr-16,"2,016",4,5,-4,1,-9,0,0,0,Spring
04-Apr-16,"2,016",4,4,-5,-2,-7,0,4,4,Spring
03-Apr-16,"2,016",4,3,-4,-1,-7,0,10,9,Spring
02-Apr-16,"2,016",4,2,1,5,-4,0,1,1,Spring
01-Apr-16,"2,016",4,1,8,13,3,0,0,0,Spring
30-Apr-15,"2,015",4,30,12,18,6,0,0,0,Spring
29-Apr-15,"2,015",4,29,13,20,5,0,0,0,Spring
28-Apr-15,"2,015",4,28,12,19,5,0,0,0,Spring
27-Apr-15,"2,015",4,27,8,13,4,0,0,0,Spring
26-Apr-15,"2,015",4,26,7,13,1,0,0,0,Spring
25-Apr-15,"2,015",4,25,4,12,-3,0,0,0,Spring
24-Apr-15,"2,015",4,24,3,8,-3,0,0,0,Spring
23-Apr-15,"2,015",4,23,1,3,-1,0,0,0,Spring
22-Apr-15,"2,015",4,22,4,9,-1,0,0,0,Spring
21-Apr-15,"2,015",4,21,7,11,4,6,0,6,Spring
20-Apr-15,"2,015",4,20,11,17,5,19,0,19,Spring
19-Apr-15,"2,015",4,19,8,12,4,7,0,7,Spring
18-Apr-15,"2,015",4,18,12,20,4,0,0,0,Spring
17-Apr-15,"2,015",4,17,15,22,8,0,0,0,Spring
16-Apr-15,"2,015",4,16,9,16,2,0,0,0,Spring
15-Apr-15,"2,015",4,15,10,16,4,0,0,0,Spring
14-Apr-15,"2,015",4,14,11,18,3,0,0,0,Spring
13-Apr-15,"2,015",4,13,15,25,6,5,0,5,Spring
12-Apr-15,"2,015",4,12,10,18,2,0,0,0,Spring
11-Apr-15,"2,015",4,11,7,11,3,0,0,0,Spring
10-Apr-15,"2,015",4,10,10,17,4,3,0,3,Spring
09-Apr-15,"2,015",4,9,5,9,2,11,0,11,Spring
08-Apr-15,"2,015",4,8,3,4,1,18,0,18,Spring
07-Apr-15,"2,015",4,7,4,8,1,0,0,0,Spring
06-Apr-15,"2,015",4,6,5,9,0,0,0,0,Spring
05-Apr-15,"2,015",4,5,-1,2,-3,0,0,0,Spring
04-Apr-15,"2,015",4,4,2,5,-2,0,2,2,Spring
03-Apr-15,"2,015",4,3,8,15,2,4,0,4,Spring
02-Apr-15,"2,015",4,2,10,18,2,4,0,4,Spring
01-Apr-15,"2,015",4,1,2,7,-4,0,0,0,Spring
30-Apr-14,"2,014",4,30,6,7,6,6,0,6,Spring
29-Apr-14,"2,014",4,29,7,9,6,28,0,28,Spring
28-Apr-14,"2,014",4,28,8,13,3,0,0,0,Spring
27-Apr-14,"2,014",4,27,7,13,2,0,0,0,Spring
26-Apr-14,"2,014",4,26,7,11,3,0,0,0,Spring
25-Apr-14,"2,014",4,25,7,10,4,5,0,5,Spring
24-Apr-14,"2,014",4,24,6,13,-1,0,0,0,Spring
23-Apr-14,"2,014",4,23,5,9,1,0,0,0,Spring
22-Apr-14,"2,014",4,22,9,14,4,3,0,3,Spring
21-Apr-14,"2,014",4,21,13,19,6,0,0,0,Spring
20-Apr-14,"2,014",4,20,8,13,2,0,0,0,Spring
19-Apr-14,"2,014",4,19,6,11,0,0,0,0,Spring
18-Apr-14,"2,014",4,18,6,11,1,0,0,0,Spring
17-Apr-14,"2,014",4,17,4,8,-1,0,0,0,Spring
16-Apr-14,"2,014",4,16,-2,4,-7,0,0,0,Spring
15-Apr-14,"2,014",4,15,-2,2,-5,5,3,8,Spring
14-Apr-14,"2,014",4,14,12,22,1,4,0,4,Spring
13-Apr-14,"2,014",4,13,14,23,5,6,0,6,Spring
12-Apr-14,"2,014",4,12,9,15,4,5,0,5,Spring
11-Apr-14,"2,014",4,11,8,14,2,0,0,0,Spring
10-Apr-14,"2,014",4,10,11,20,3,0,0,0,Spring
09-Apr-14,"2,014",4,9,6,10,1,0,0,0,Spring
08-Apr-14,"2,014",4,8,7,12,1,4,0,4,Spring
07-Apr-14,"2,014",4,7,5,10,0,13,0,13,Spring
06-Apr-14,"2,014",4,6,4,11,-4,0,0,0,Spring
05-Apr-14,"2,014",4,5,1,4,-2,0,0,0,Spring
04-Apr-14,"2,014",4,4,4,7,1,9,0,9,Spring
03-Apr-14,"2,014",4,3,1,4,-3,0,0,0,Spring
02-Apr-14,"2,014",4,2,3,7,-1,0,0,0,Spring
01-Apr-14,"2,014",4,1,5,8,1,0,0,0,Spring
01-Apr-13,2013,4,1,6,11,1,102.6,2.2,110.4,Spring
01-Apr-12,2012,4,1,7.3,12.8,1.7,41.8,1.8,43.6,Spring
01-Apr-11,2011,4,1,6.9,11.8,2,93.4,3.2,96.6,Spring
01-Apr-10,2010,4,1,10.5,16.2,4.7,36.2,0,36.2,Spring
01-Apr-09,2009,4,1,7.8,13,2.6,129.6,3.8,133.6,Spring
01-Apr-08,2008,4,1,9.5,15.2,3.8,53.6,1,54.6,Spring
01-Apr-07,2007,4,1,6.1,10.5,1.7,58.4,2.4,60.8,Spring
01-Apr-06,2006,4,1,8.2,13.8,2.6,62.4,0,62.4,Spring
01-Apr-05,2005,4,1,7.8,12.8,2.7,81.2,16.2,97.6,Spring
01-Apr-04,2004,4,1,7,11.9,2,63.6,0.6,64.2,Spring
01-Apr-03,2003,4,1,5.7,10.9,0.4,21.6,15.2,60.8,Spring
01-Apr-02,2002,4,1,7.3,11.8,2.7,88.8,12.2,103.2,Spring
01-Apr-01,2001,4,1,8.3,13.9,2.5,35.8,0.6,36.4,Spring
01-Apr-00,2000,4,1,6.7,11.2,2.2,72.4,7.6,79.3,Spring
01-Apr-99,1999,4,1,8.1,13.1,3.1,43.3,3.6,48.9,Spring
01-Apr-98,1998,4,1,8.6,14.4,2.8,57.2,0,57.2,Spring
01-Apr-97,1997,4,1,5.8,11.2,0.4,25.2,2.6,29.2,Spring
01-Apr-96,1996,4,1,4.4,8.9,-0.2,81.6,17.4,101.6,Spring
01-Apr-95,1995,4,1,4.1,8.8,-0.6,71.8,5.4,76.6,Spring
01-Apr-94,1994,4,1,7.3,12.9,1.7,83.4,13.2,96,Spring
01-Apr-93,1993,4,1,6.6,11.6,1.5,83.8,1.6,85.4,Spring
01-Apr-92,1992,4,1,5.6,9.9,1.2,133.4,0.6,133.8,Spring
01-Apr-91,1991,4,1,8.7,13.4,3.9,114.7,0.4,115.4,Spring
01-Apr-90,1990,4,1,8.3,13.7,2.8,50.8,2.6,53,Spring
01-Apr-89,1989,4,1,5.1,10.3,-0.2,36.6,6,41.1,Spring
01-Apr-88,1988,4,1,5.9,10.7,1.1,55.2,0,55.2,Spring
01-Apr-87,1987,4,1,8.8,14.2,3.3,43.6,5,49.8,Spring
01-Apr-86,1986,4,1,7.6,13.1,2,51.6,2.2,54,Spring
01-Apr-85,1985,4,1,7.3,12.9,1.6,27.5,5.6,33.1,Spring
01-Apr-84,1984,4,1,7.2,12,2.3,56.5,1.6,58.7,Spring
01-Apr-83,1983,4,1,5.5,10.1,0.8,82,2,83.2,Spring
01-Apr-82,1982,4,1,4.7,10.6,-1.3,39.4,4.6,43.1,Spring
01-Apr-81,1981,4,1,7.6,13.4,1.7,49.3,0.4,49.7,Spring
01-Apr-80,1980,4,1,6.2,11.2,1.1,111.6,0.3,111.9,Spring
01-Apr-79,1979,4,1,5.3,10.2,0.4,62.2,25.8,88.6,Spring
01-Apr-78,1978,4,1,4,9.3,-1.4,61.7,2.2,63.9,Spring
01-Apr-77,1977,4,1,7.4,13.5,1.2,69.6,0.7,70.3,Spring
01-Apr-76,1976,4,1,7.7,13.7,1.6,47.8,15.2,72.1,Spring
01-Apr-75,1975,4,1,2.8,7.7,-2.2,42.2,27.2,69.6,Spring
01-Apr-74,1974,4,1,7,13,1,90.7,1.5,92.2,Spring
01-Apr-73,1973,4,1,6.5,11.7,1.3,60.2,2.3,62.2,Spring
01-Apr-72,1972,4,1,2.8,8.1,-2.5,42.2,10.2,52.8,Spring
01-Apr-71,1971,4,1,4.6,10.2,-1.1,24.6,1.5,24.9,Spring
01-Apr-70,1970,4,1,6.6,12.3,0.9,71.4,7.4,81.3,Spring
01-Apr-69,1969,4,1,6.8,12.8,0.8,89.9,0,89.9,Spring
01-Apr-68,1968,4,1,7.6,14.2,0.9,30.2,0,30.2,Spring
01-Apr-67,1967,4,1,6.1,11.5,0.7,85.1,14,99.1,Spring
01-Apr-66,1966,4,1,4.6,9.4,-0.3,29.7,18,52.8,Spring
01-Apr-65,1965,4,1,3.4,8.2,-1.4,65.5,9.7,75.2,Spring
01-Apr-64,1964,4,1,5.8,11.2,0.3,63,8.1,73.9,Spring
01-Apr-63,1963,4,1,6.9,13.3,0.4,44.7,9.4,54.1,Spring
01-Apr-62,1962,4,1,6.9,13.2,0.5,24.4,10.2,34.5,Spring
01-Apr-61,1961,4,1,4.6,8.5,0.7,69.6,24.4,98.3,Spring
01-Apr-60,1960,4,1,7.5,12.4,2.5,61.7,2.8,64.5,Spring
01-Apr-59,1959,4,1,7.1,12.4,1.7,61,0,61,Spring
01-Apr-58,1958,4,1,8.1,14.1,2.1,28.7,7.1,35.8,Spring
01-Apr-57,1957,4,1,7.7,12.7,2.7,76.2,10.7,86.9,Spring
01-Apr-56,1956,4,1,4.4,9.1,-0.4,57.9,11.4,69.3,Spring
01-Apr-55,1955,4,1,9.5,14.7,4.2,63.2,0,63.2,Spring
01-Apr-54,1954,4,1,7,12.2,1.8,91.4,0,91.4,Spring
01-Apr-53,1953,4,1,5.7,10.3,1.1,62,0,62,Spring
01-Apr-52,1952,4,1,8.4,13.9,2.9,57.9,0.5,58.4,Spring
01-Apr-51,1951,4,1,6.3,10.5,2.1,108.2,0.5,108.7,Spring
01-Apr-50,1950,4,1,3.4,8.1,-1.4,47.2,14.5,61.7,Spring
01-Apr-49,1949,4,1,6.7,12.4,0.9,30.7,0.5,31.2,Spring
01-Apr-48,1948,4,1,7.6,13.3,1.9,52.6,0,52.6,Spring
01-Apr-47,1947,4,1,5.1,10,0.2,56.4,18.5,74.9,Spring
01-Apr-46,1946,4,1,6,12.2,-0.2,14.5,2.5,17,Spring
01-Apr-45,1945,4,1,7.7,12.9,2.4,75.7,7.4,83.1,Spring
01-Apr-44,1944,4,1,4.3,8.9,-0.4,71.1,11.7,82.8,Spring
01-Apr-43,1943,4,1,2.8,7.3,-1.7,50.8,5.8,56.6,Spring
01-Apr-42,1942,4,1,8.9,14.7,3.1,29.7,13.7,43.4,Spring
01-Apr-41,1941,4,1,9.2,15.5,2.9,45,0,45,Spring
01-Apr-40,1940,4,1,4.1,8.8,-0.6,45.5,5.3,50.8,Spring
01-Apr-39,1939,4,1,4.1,8.2,-0.1,57.7,32.5,90.2,Spring
01-Apr-38,1938,4,1,7.6,13.6,1.6,21.8,11.4,33.3,Spring
31-May-18,"2,018",5,31,26,31,20,10,0,10,Spring
30-May-18,"2,018",5,30,24,29,18,0,0,0,Spring
29-May-18,"2,018",5,29,23,27,19,0,0,0,Spring
28-May-18,"2,018",5,28,23,31,15,0,0,0,Spring
27-May-18,"2,018",5,27,22,27,17,0,0,0,Spring
26-May-18,"2,018",5,26,22,28,17,0,0,0,Spring
25-May-18,"2,018",5,25,23,30,16,0,0,0,Spring
24-May-18,"2,018",5,24,20,29,12,0,0,0,Spring
23-May-18,"2,018",5,23,18,26,10,0,0,0,Spring
22-May-18,"2,018",5,22,14,18,11,9,0,9,Spring
21-May-18,"2,018",5,21,14,21,7,0,0,0,Spring
20-May-18,"2,018",5,20,15,20,9,0,0,0,Spring
19-May-18,"2,018",5,19,13,17,10,8,0,8,Spring
18-May-18,"2,018",5,18,13,17,10,0,0,0,Spring
17-May-18,"2,018",5,17,18,24,12,0,0,0,Spring
16-May-18,"2,018",5,16,14,20,8,0,0,0,Spring
15-May-18,"2,018",5,15,16,22,11,19,0,19,Spring
14-May-18,"2,018",5,14,17,24,9,0,0,0,Spring
13-May-18,"2,018",5,13,13,18,7,0,0,0,Spring
12-May-18,"2,018",5,12,11,14,8,0,0,0,Spring
11-May-18,"2,018",5,11,8,11,5,0,0,0,Spring
10-May-18,"2,018",5,10,13,20,5,2,0,2,Spring
09-May-18,"2,018",5,9,16,23,9,0,0,0,Spring
08-May-18,"2,018",5,8,13,19,7,0,0,0,Spring
07-May-18,"2,018",5,7,13,16,10,0,0,0,Spring
06-May-18,"2,018",5,6,15,18,11,1,0,1,Spring
05-May-18,"2,018",5,5,16,25,8,2,0,2,Spring
04-May-18,"2,018",5,4,17,25,8,8,0,8,Spring
03-May-18,"2,018",5,3,16,22,10,7,0,7,Spring
02-May-18,"2,018",5,2,23,28,18,0,0,0,Spring
01-May-18,"2,018",5,1,18,28,8,0,0,0,Spring
31-May-17,"2,017",5,31,17,23,11,0,0,0,Spring
30-May-17,"2,017",5,30,18,24,12,10,0,10,Spring
29-May-17,"2,017",5,29,20,26,14,1,0,1,Spring
28-May-17,"2,017",5,28,16,21,11,0,0,0,Spring
27-May-17,"2,017",5,27,16,19,12,0,0,0,Spring
26-May-17,"2,017",5,26,15,18,12,4,0,4,Spring
25-May-17,"2,017",5,25,13,16,11,45,0,45,Spring
24-May-17,"2,017",5,24,18,23,13,1,0,1,Spring
23-May-17,"2,017",5,23,16,23,9,0,0,0,Spring
22-May-17,"2,017",5,22,14,18,10,0,0,0,Spring
21-May-17,"2,017",5,21,12,13,10,12,0,12,Spring
20-May-17,"2,017",5,20,12,16,7,0,0,0,Spring
19-May-17,"2,017",5,19,13,17,9,0,0,0,Spring
18-May-17,"2,017",5,18,23,30,17,2,0,2,Spring
17-May-17,"2,017",5,17,20,30,9,0,0,0,Spring
16-May-17,"2,017",5,16,12,16,8,1,0,1,Spring
15-May-17,"2,017",5,15,13,20,6,0,0,0,Spring
14-May-17,"2,017",5,14,12,18,6,1,0,1,Spring
13-May-17,"2,017",5,13,12,17,8,1,0,1,Spring
12-May-17,"2,017",5,12,10,15,6,0,0,0,Spring
11-May-17,"2,017",5,11,10,14,7,0,0,0,Spring
10-May-17,"2,017",5,10,8,11,4,0,0,0,Spring
09-May-17,"2,017",5,9,7,11,2,0,0,0,Spring
08-May-17,"2,017",5,8,7,12,2,0,0,0,Spring
07-May-17,"2,017",5,7,7,11,3,0,0,0,Spring
06-May-17,"2,017",5,6,6,7,5,1,0,1,Spring
05-May-17,"2,017",5,5,8,10,6,22,0,22,Spring
04-May-17,"2,017",5,4,8,11,5,20,0,20,Spring
03-May-17,"2,017",5,3,10,15,4,0,0,0,Spring
02-May-17,"2,017",5,2,9,11,6,1,0,1,Spring
01-May-17,"2,017",5,1,10,15,5,19,0,19,Spring
31-May-16,"2,016",5,31,20,27,13,0,0,0,Spring
30-May-16,"2,016",5,30,22,28,17,0,0,0,Spring
29-May-16,"2,016",5,29,26,31,20,0,0,0,Spring
28-May-16,"2,016",5,28,25,32,19,0,0,0,Spring
27-May-16,"2,016",5,27,23,30,16,0,0,0,Spring
26-May-16,"2,016",5,26,21,25,17,2,0,2,Spring
25-May-16,"2,016",5,25,23,30,16,0,0,0,Spring
24-May-16,"2,016",5,24,21,30,12,0,0,0,Spring
23-May-16,"2,016",5,23,18,26,11,0,0,0,Spring
22-May-16,"2,016",5,22,18,23,13,0,0,0,Spring
21-May-16,"2,016",5,21,18,23,12,0,0,0,Spring
20-May-16,"2,016",5,20,15,22,8,0,0,0,Spring
19-May-16,"2,016",5,19,15,20,9,0,0,0,Spring
18-May-16,"2,016",5,18,10,16,4,0,0,0,Spring
17-May-16,"2,016",5,17,10,16,5,0,0,0,Spring
16-May-16,"2,016",5,16,9,19,0,2,0,2,Spring
15-May-16,"2,016",5,15,5,8,2,1,0,1,Spring
14-May-16,"2,016",5,14,8,14,2,5,0,5,Spring
13-May-16,"2,016",5,13,17,21,13,8,0,8,Spring
12-May-16,"2,016",5,12,14,21,6,7,0,7,Spring
11-May-16,"2,016",5,11,11,19,4,0,0,0,Spring
10-May-16,"2,016",5,10,10,17,3,0,0,0,Spring
09-May-16,"2,016",5,9,9,16,2,0,0,0,Spring
08-May-16,"2,016",5,8,10,15,4,2,0,2,Spring
07-May-16,"2,016",5,7,12,17,7,0,0,0,Spring
06-May-16,"2,016",5,6,15,21,8,0,0,0,Spring
05-May-16,"2,016",5,5,12,17,7,0,0,0,Spring
04-May-16,"2,016",5,4,11,16,6,0,0,0,Spring
03-May-16,"2,016",5,3,9,13,5,0,0,0,Spring
02-May-16,"2,016",5,2,10,13,6,1,0,1,Spring
01-May-16,"2,016",5,1,9,10,7,6,0,6,Spring
31-May-15,"2,015",5,31,9,11,7,20,0,20,Spring
30-May-15,"2,015",5,30,20,29,11,23,0,23,Spring
29-May-15,"2,015",5,29,21,26,16,0,0,0,Spring
28-May-15,"2,015",5,28,21,26,15,0,0,0,Spring
27-May-15,"2,015",5,27,23,29,17,0,0,0,Spring
26-May-15,"2,015",5,26,24,29,18,0,0,0,Spring
25-May-15,"2,015",5,25,23,28,17,0,0,0,Spring
24-May-15,"2,015",5,24,20,29,11,0,0,0,Spring
23-May-15,"2,015",5,23,12,23,1,0,0,0,Spring
22-May-15,"2,015",5,22,10,16,4,0,0,0,Spring
21-May-15,"2,015",5,21,14,20,7,0,0,0,Spring
20-May-15,"2,015",5,20,10,17,3,0,0,0,Spring
19-May-15,"2,015",5,19,12,20,4,0,0,0,Spring
18-May-15,"2,015",5,18,21,29,13,0,0,0,Spring
17-May-15,"2,015",5,17,18,23,13,0,0,0,Spring
16-May-15,"2,015",5,16,19,26,12,0,0,0,Spring
15-May-15,"2,015",5,15,12,15,9,0,0,0,Spring
14-May-15,"2,015",5,14,10,17,3,0,0,0,Spring
13-May-15,"2,015",5,13,9,14,5,0,0,0,Spring
12-May-15,"2,015",5,12,12,17,7,0,0,0,Spring
11-May-15,"2,015",5,11,16,20,13,6,0,6,Spring
10-May-15,"2,015",5,10,21,26,16,2,0,2,Spring
09-May-15,"2,015",5,9,20,27,13,10,0,10,Spring
08-May-15,"2,015",5,8,18,25,12,0,0,0,Spring
07-May-15,"2,015",5,7,17,24,9,0,0,0,Spring
06-May-15,"2,015",5,6,15,22,7,0,0,0,Spring
05-May-15,"2,015",5,5,12,16,7,0,0,0,Spring
04-May-15,"2,015",5,4,17,24,10,0,0,0,Spring
03-May-15,"2,015",5,3,17,26,9,0,0,0,Spring
02-May-15,"2,015",5,2,15,24,7,0,0,0,Spring
01-May-15,"2,015",5,1,15,22,7,0,0,0,Spring
31-May-14,"2,014",5,31,17,22,11,0,0,0,Spring
30-May-14,"2,014",5,30,18,25,11,0,0,0,Spring
29-May-14,"2,014",5,29,16,19,13,0,0,0,Spring
28-May-14,"2,014",5,28,15,17,12,0,0,0,Spring
27-May-14,"2,014",5,27,23,30,17,10,0,10,Spring
26-May-14,"2,014",5,26,23,29,17,0,0,0,Spring
25-May-14,"2,014",5,25,19,28,11,0,0,0,Spring
24-May-14,"2,014",5,24,18,25,10,0,0,0,Spring
23-May-14,"2,014",5,23,14,18,9,0,0,0,Spring
22-May-14,"2,014",5,22,16,21,11,0,0,0,Spring
21-May-14,"2,014",5,21,16,20,11,0,0,0,Spring
20-May-14,"2,014",5,20,14,18,10,1,0,1,Spring
19-May-14,"2,014",5,19,15,22,8,0,0,0,Spring
18-May-14,"2,014",5,18,10,15,4,1,0,1,Spring
17-May-14,"2,014",5,17,8,14,2,0,0,0,Spring
16-May-14,"2,014",5,16,9,13,4,4,0,4,Spring
15-May-14,"2,014",5,15,15,20,10,13,0,13,Spring
14-May-14,"2,014",5,14,15,19,10,12,0,12,Spring
13-May-14,"2,014",5,13,17,21,12,5,0,5,Spring
12-May-14,"2,014",5,12,17,21,13,0,0,0,Spring
11-May-14,"2,014",5,11,15,24,6,0,0,0,Spring
10-May-14,"2,014",5,10,14,20,7,0,0,0,Spring
09-May-14,"2,014",5,9,16,20,11,1,0,1,Spring
08-May-14,"2,014",5,8,14,19,10,0,0,0,Spring
07-May-14,"2,014",5,7,9,14,4,0,0,0,Spring
06-May-14,"2,014",5,6,10,16,5,0,0,0,Spring
05-May-14,"2,014",5,5,9,15,2,0,0,0,Spring
04-May-14,"2,014",5,4,9,14,5,0,0,0,Spring
03-May-14,"2,014",5,3,10,14,6,5,0,5,Spring
02-May-14,"2,014",5,2,10,13,7,1,0,1,Spring
01-May-14,"2,014",5,1,11,15,6,3,0,3,Spring
01-May-13,2013,5,1,15.2,21,9.4,75.6,0.4,76.2,Spring
01-May-12,2012,5,1,16.6,22.1,11,44.4,0,44.4,Spring
01-May-11,2011,5,1,14.1,18.5,9.7,142,0,142,Spring
01-May-10,2010,5,1,16,21.5,10.5,51,0,51,Spring
01-May-09,2009,5,1,13.1,18.9,7.2,60.8,0,60.8,Spring
01-May-08,2008,5,1,11.8,17.2,6.5,68.8,0,68.8,Spring
01-May-07,2007,5,1,14.3,20.3,8.3,73.6,0,73.6,Spring
01-May-06,2006,5,1,14.4,19.7,9.1,82,0,82,Spring
01-May-05,2005,5,1,11.9,17.2,6.6,14.4,0,14.4,Spring
01-May-04,2004,5,1,13.2,18.4,7.8,98.8,0,98.8,Spring
01-May-03,2003,5,1,12.3,17,7.5,152.8,0,152.8,Spring
01-May-02,2002,5,1,10.9,16.3,5.4,80.7,0,80.7,Spring
01-May-01,2001,5,1,14.8,20.2,9.3,92.2,0,92.2,Spring
01-May-00,2000,5,1,14.3,19.3,9.2,124.4,0,124.4,Spring
01-May-99,1999,5,1,15.5,21.2,9.7,39,0,39,Spring
01-May-98,1998,5,1,17,22.5,11.5,71.8,0,71.8,Spring
01-May-97,1997,5,1,9.6,14.9,4.2,65.4,0,65.4,Spring
01-May-96,1996,5,1,11.6,17.1,6.1,90.6,0,90.6,Spring
01-May-95,1995,5,1,13.3,19,7.6,87,0,87,Spring
01-May-94,1994,5,1,11.8,17.6,5.9,78.8,0,78.8,Spring
01-May-93,1993,5,1,12.1,18.4,5.8,51.6,0,51.6,Spring
01-May-92,1992,5,1,12.3,18.3,6.3,69.7,0,69.7,Spring
01-May-91,1991,5,1,16.3,22.3,10.3,83.6,0,83.6,Spring
01-May-90,1990,5,1,11.6,17.3,5.9,86.6,0,86.6,Spring
01-May-89,1989,5,1,13,18.5,7.4,78.2,0.6,79.2,Spring
01-May-88,1988,5,1,13.9,20.2,7.6,39.6,0,39.6,Spring
01-May-87,1987,5,1,14.7,21.4,7.9,29.6,0,29.6,Spring
01-May-86,1986,5,1,14.3,20,8.5,75.2,0,75.2,Spring
01-May-85,1985,5,1,13.1,19.6,6.6,75.9,0,75.9,Spring
01-May-84,1984,5,1,10.3,15.6,5,102.8,0,102.8,Spring
01-May-83,1983,5,1,10.1,15.5,4.6,99.5,0,99.5,Spring
01-May-82,1982,5,1,14.3,20.1,8.4,45.1,0,45.1,Spring
01-May-81,1981,5,1,11.8,18.1,5.4,58.1,0,58.1,Spring
01-May-80,1980,5,1,13.8,20.3,7.3,48.7,0,48.7,Spring
01-May-79,1979,5,1,11.4,17.2,5.6,99.2,0,99.2,Spring
01-May-78,1978,5,1,13.2,19.1,7.3,68.2,0,68.2,Spring
01-May-77,1977,5,1,14.5,21.9,7,28.3,0,28.3,Spring
01-May-76,1976,5,1,10.6,16.3,4.9,112.3,2.3,114.6,Spring
01-May-75,1975,5,1,15.5,21.6,9.3,64.3,0,64.3,Spring
01-May-74,1974,5,1,9.9,15.7,4,140,0,140,Spring
01-May-73,1973,5,1,10.9,16,5.7,87.9,0,87.9,Spring
01-May-72,1972,5,1,13,19.8,6.2,35.3,0,35.3,Spring
01-May-71,1971,5,1,11.6,18.5,4.6,34.8,0,34.8,Spring
01-May-70,1970,5,1,12,18.1,5.9,56.6,0,56.6,Spring
01-May-69,1969,5,1,11.2,17.7,4.7,75.4,0,75.4,Spring
01-May-68,1968,5,1,9.7,15.1,4.2,101.3,0,101.3,Spring
01-May-67,1967,5,1,8.5,14.1,2.9,48.8,0.3,49,Spring
01-May-66,1966,5,1,9.4,15.7,3,44.7,0.5,47.2,Spring
01-May-65,1965,5,1,13.3,20.3,6.2,46.5,0,46.5,Spring
01-May-64,1964,5,1,13.8,20.8,6.7,41.4,0,41.4,Spring
01-May-63,1963,5,1,12,18.4,5.5,72.6,0,72.6,Spring
01-May-62,1962,5,1,15.9,23,8.8,11.7,0,11.7,Spring
01-May-61,1961,5,1,11.7,17.6,5.7,63.5,0.5,64,Spring
01-May-60,1960,5,1,13.6,18.3,8.8,116.8,0,116.8,Spring
01-May-59,1959,5,1,14.2,20,8.3,41.1,0.3,41.4,Spring
01-May-58,1958,5,1,12,18.6,5.3,23.9,0,23.9,Spring
01-May-57,1957,5,1,11.8,17.4,6.2,72.1,0,72.1,Spring
01-May-56,1956,5,1,10.1,15.6,4.6,114,0,114,Spring
01-May-55,1955,5,1,14.6,20.9,8.3,59.7,0,59.7,Spring
01-May-54,1954,5,1,11.3,17.3,5.2,19.3,0,19.3,Spring
01-May-53,1953,5,1,13,18.1,7.9,136.1,0,136.1,Spring
01-May-52,1952,5,1,11.5,17.3,5.7,72.6,0,72.6,Spring
01-May-51,1951,5,1,13.7,20.2,7.1,36.8,0,36.8,Spring
01-May-50,1950,5,1,12.3,18.6,5.9,20.1,0,20.1,Spring
01-May-49,1949,5,1,13.9,21,6.7,9.4,0,9.4,Spring
01-May-48,1948,5,1,11.2,17.4,4.9,62.7,0,62.7,Spring
01-May-47,1947,5,1,10.7,16.4,4.9,84.8,0,84.8,Spring
01-May-46,1946,5,1,11.6,17.8,5.3,95.5,0,95.5,Spring
01-May-45,1945,5,1,9.4,14.3,4.5,145,0,145,Spring
01-May-44,1944,5,1,15.2,21.1,9.3,137.9,0,137.9,Spring
01-May-43,1943,5,1,12.1,17.2,6.9,104.4,0,104.4,Spring
01-May-42,1942,5,1,12.9,18.2,7.6,208.5,0,208.5,Spring
01-May-41,1941,5,1,13.9,20.3,7.5,53.8,0,53.8,Spring
01-May-40,1940,5,1,11.7,16.7,6.6,123.4,0,123.4,Spring
01-May-39,1939,5,1,13.9,21.1,6.6,26.4,0,26.4,Spring
